Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Code
Project,Granados (Debug), , , ,83,1863,2,152,5213
Namespace,Granados (Debug),Granados, , ,91,819,2,69,1822
Type,Granados (Debug),Granados,AgentForwadPacketType, ,100,0,1,0,0
Type,Granados (Debug),Granados,AgentForwardingChannel, ,72,24,1,16,63
Member,Granados (Debug),Granados,AgentForwardingChannel,AgentForwardingChannel(IAgentForward),80,1,,2,3
Member,Granados (Debug),Granados,AgentForwardingChannel,"FindKey(SSH2UserAuthKey[], byte[]) : SSH2UserAuthKey",69,4,,2,6
Member,Granados (Debug),Granados,AgentForwardingChannel,OnChannelClosed() : void,81,2,,1,3
Member,Granados (Debug),Granados,AgentForwardingChannel,OnChannelEOF() : void,81,2,,1,3
Member,Granados (Debug),Granados,AgentForwardingChannel,OnChannelError(Exception) : void,95,1,,2,1
Member,Granados (Debug),Granados,AgentForwardingChannel,OnChannelReady() : void,100,1,,0,0
Member,Granados (Debug),Granados,AgentForwardingChannel,"OnData(byte[], int, int) : void",58,4,,6,13
Member,Granados (Debug),Granados,AgentForwardingChannel,"OnExtendedData(int, byte[]) : void",100,1,,0,0
Member,Granados (Debug),Granados,AgentForwardingChannel,"OnMiscPacket(byte, byte[], int, int) : void",100,1,,0,0
Member,Granados (Debug),Granados,AgentForwardingChannel,OpenWriter(AgentForwadPacketType) : SSH2DataWriter,74,1,,3,5
Member,Granados (Debug),Granados,AgentForwardingChannel,SendKeyList() : void,62,2,,6,10
Member,Granados (Debug),Granados,AgentForwardingChannel,SendSign(SSH2DataReader) : void,57,2,,7,14
Member,Granados (Debug),Granados,AgentForwardingChannel,SetChannel(SSHChannel) : void,95,1,,1,1
Member,Granados (Debug),Granados,AgentForwardingChannel,TransmitWriter(SSH2DataWriter) : void,74,1,,3,4
Type,Granados (Debug),Granados,AuthenticationResult, ,100,0,1,0,0
Type,Granados (Debug),Granados,AuthenticationType, ,100,0,1,0,0
Type,Granados (Debug),Granados,BigInteger, ,52,554,1,6,1322
Member,Granados (Debug),Granados,BigInteger,abs() : BigInteger,76,2,,0,4
Member,Granados (Debug),Granados,BigInteger,"BarrettReduction(BigInteger, BigInteger, BigInteger) : BigInteger",39,16,,0,46
Member,Granados (Debug),Granados,BigInteger,BigInteger(),94,1,,1,1
Member,Granados (Debug),Granados,BigInteger,BigInteger(),77,1,,0,4
Member,Granados (Debug),Granados,BigInteger,BigInteger(BigInteger),69,2,,0,6
Member,Granados (Debug),Granados,BigInteger,BigInteger(byte[]),51,9,,1,19
Member,Granados (Debug),Granados,BigInteger,"BigInteger(byte[], int)",50,11,,1,21
Member,Granados (Debug),Granados,BigInteger,BigInteger(long),54,10,,1,18
Member,Granados (Debug),Granados,BigInteger,"BigInteger(string, int)",44,14,,1,32
Member,Granados (Debug),Granados,BigInteger,BigInteger(uint[]),61,5,,1,10
Member,Granados (Debug),Granados,BigInteger,BigInteger(ulong),60,6,,1,12
Member,Granados (Debug),Granados,BigInteger,bitCount() : int,59,5,,0,12
Member,Granados (Debug),Granados,BigInteger,Equals(object) : bool,64,6,,0,9
Member,Granados (Debug),Granados,BigInteger,FermatLittleTest(int) : bool,44,19,,1,33
Member,Granados (Debug),Granados,BigInteger,gcd(BigInteger) : BigInteger,58,6,,0,13
Member,Granados (Debug),Granados,BigInteger,"genCoPrime(int, Random) : BigInteger",64,4,,1,9
Member,Granados (Debug),Granados,BigInteger,"genPseudoPrime(int, int, Random) : BigInteger",66,2,,1,8
Member,Granados (Debug),Granados,BigInteger,"genRandomBits(int, Random) : void",52,7,,2,20
Member,Granados (Debug),Granados,BigInteger,getBytes() : byte[],51,6,,0,23
Member,Granados (Debug),Granados,BigInteger,GetHashCode() : int,86,1,,0,2
Member,Granados (Debug),Granados,BigInteger,implicit operator BigInteger(int),87,1,,0,2
Member,Granados (Debug),Granados,BigInteger,implicit operator BigInteger(long),87,1,,0,2
Member,Granados (Debug),Granados,BigInteger,implicit operator BigInteger(uint),87,1,,0,2
Member,Granados (Debug),Granados,BigInteger,implicit operator BigInteger(ulong),87,1,,0,2
Member,Granados (Debug),Granados,BigInteger,IntValue() : int,89,1,,0,2
Member,Granados (Debug),Granados,BigInteger,IsNegative.get() : bool,85,1,,0,2
Member,Granados (Debug),Granados,BigInteger,isProbablePrime() : bool,40,20,,0,43
Member,Granados (Debug),Granados,BigInteger,isProbablePrime(int) : bool,58,6,,0,14
Member,Granados (Debug),Granados,BigInteger,"Jacobi(BigInteger, BigInteger) : int",45,19,,1,28
Member,Granados (Debug),Granados,BigInteger,LongValue() : long,66,3,,0,8
Member,Granados (Debug),Granados,BigInteger,"LucasSequence(BigInteger, BigInteger, BigInteger, BigInteger) : BigInteger[]",51,6,,0,21
Member,Granados (Debug),Granados,BigInteger,"LucasSequenceHelper(BigInteger, BigInteger, BigInteger, BigInteger, BigInteger, int) : BigInteger[]",38,12,,1,52
Member,Granados (Debug),Granados,BigInteger,LucasStrongTest() : bool,60,8,,0,12
Member,Granados (Debug),Granados,BigInteger,LucasStrongTestHelper(BigInteger) : bool,36,24,,1,55
Member,Granados (Debug),Granados,BigInteger,Main1(string[]) : void,50,4,,3,23
Member,Granados (Debug),Granados,BigInteger,max(BigInteger) : BigInteger,77,2,,0,4
Member,Granados (Debug),Granados,BigInteger,min(BigInteger) : BigInteger,77,2,,0,4
Member,Granados (Debug),Granados,BigInteger,modInverse(BigInteger) : BigInteger,46,10,,1,29
Member,Granados (Debug),Granados,BigInteger,"modPow(BigInteger, BigInteger) : BigInteger",43,14,,1,36
Member,Granados (Debug),Granados,BigInteger,MulDivTest(int) : void,41,15,,2,44
Member,Granados (Debug),Granados,BigInteger,"multiByteDivide(BigInteger, BigInteger, BigInteger, BigInteger) : void",36,19,,0,58
Member,Granados (Debug),Granados,BigInteger,"operator !=(BigInteger, BigInteger) : bool",76,2,,0,4
Member,Granados (Debug),Granados,BigInteger,"operator %(BigInteger, BigInteger) : BigInteger",54,6,,0,18
Member,Granados (Debug),Granados,BigInteger,"operator &(BigInteger, BigInteger) : BigInteger",61,5,,0,10
Member,Granados (Debug),Granados,BigInteger,operator -(BigInteger) : BigInteger,51,9,,1,20
Member,Granados (Debug),Granados,BigInteger,operator --(BigInteger) : BigInteger,53,9,,1,19
Member,Granados (Debug),Granados,BigInteger,"operator -(BigInteger, BigInteger) : BigInteger",51,10,,1,21
Member,Granados (Debug),Granados,BigInteger,"operator *(BigInteger, BigInteger) : BigInteger",41,20,,1,39
Member,Granados (Debug),Granados,BigInteger,"operator /(BigInteger, BigInteger) : BigInteger",54,6,,0,19
Member,Granados (Debug),Granados,BigInteger,"operator ^(BigInteger, BigInteger) : BigInteger",61,5,,0,10
Member,Granados (Debug),Granados,BigInteger,"operator |(BigInteger, BigInteger) : BigInteger",61,5,,0,10
Member,Granados (Debug),Granados,BigInteger,operator ~(BigInteger) : BigInteger,64,4,,0,8
Member,Granados (Debug),Granados,BigInteger,"operator +(BigInteger, BigInteger) : BigInteger",52,9,,1,18
Member,Granados (Debug),Granados,BigInteger,operator ++(BigInteger) : BigInteger,53,8,,1,19
Member,Granados (Debug),Granados,BigInteger,"operator <(BigInteger, BigInteger) : bool",57,10,,0,13
Member,Granados (Debug),Granados,BigInteger,"operator <<(BigInteger, int) : BigInteger",75,1,,0,4
Member,Granados (Debug),Granados,BigInteger,"operator <=(BigInteger, BigInteger) : bool",83,2,,0,2
Member,Granados (Debug),Granados,BigInteger,"operator ==(BigInteger, BigInteger) : bool",76,2,,0,4
Member,Granados (Debug),Granados,BigInteger,"operator >(BigInteger, BigInteger) : bool",57,10,,0,13
Member,Granados (Debug),Granados,BigInteger,"operator >=(BigInteger, BigInteger) : bool",83,2,,0,2
Member,Granados (Debug),Granados,BigInteger,"operator >>(BigInteger, int) : BigInteger",56,5,,0,14
Member,Granados (Debug),Granados,BigInteger,RabinMillerTest(int) : bool,38,25,,1,50
Member,Granados (Debug),Granados,BigInteger,RSATest(int) : void,46,9,,2,31
Member,Granados (Debug),Granados,BigInteger,RSATest2(int) : void,43,9,,3,36
Member,Granados (Debug),Granados,BigInteger,setBit(uint) : void,68,2,,0,6
Member,Granados (Debug),Granados,BigInteger,"shiftLeft(uint[], int) : int",52,8,,0,20
Member,Granados (Debug),Granados,BigInteger,"shiftRight(uint[], int) : int",52,8,,0,20
Member,Granados (Debug),Granados,BigInteger,"singleByteDivide(BigInteger, BigInteger, BigInteger, BigInteger) : void",44,13,,0,33
Member,Granados (Debug),Granados,BigInteger,SolovayStrassenTest(int) : bool,43,18,,1,36
Member,Granados (Debug),Granados,BigInteger,sqrt() : BigInteger,52,6,,0,21
Member,Granados (Debug),Granados,BigInteger,SqrtTest(int) : void,56,4,,2,15
Member,Granados (Debug),Granados,BigInteger,ToHexString() : string,70,2,,0,5
Member,Granados (Debug),Granados,BigInteger,ToString() : string,87,1,,0,2
Member,Granados (Debug),Granados,BigInteger,ToString(int) : string,48,12,,1,27
Member,Granados (Debug),Granados,BigInteger,unsetBit(uint) : void,64,4,,0,8
Type,Granados (Debug),Granados,ChannelCollection, ,71,12,1,5,34
Member,Granados (Debug),Granados,ChannelCollection,ChannelCollection(),100,1,,0,1
Member,Granados (Debug),Granados,ChannelCollection,Count.get() : int,91,1,,0,2
Member,Granados (Debug),Granados,ChannelCollection,FindChannelEntry(int) : ChannelCollection.Entry,70,3,,1,6
Member,Granados (Debug),Granados,ChannelCollection,"RegisterChannel(int, SSHChannel) : void",92,1,,2,1
Member,Granados (Debug),Granados,ChannelCollection,"RegisterChannelEventReceiver(SSHChannel, ISSHChannelEventReceiver) : ChannelCollection.Entry",64,2,,4,9
Member,Granados (Debug),Granados,ChannelCollection,UnregisterChannelEventReceiver(int) : void,58,4,,3,15
Type,Granados (Debug),Granados,ChannelCollection.Entry, ,86,7,1,2,14
Member,Granados (Debug),Granados,ChannelCollection.Entry,Channel.get() : SSHChannel,91,1,,1,2
Member,Granados (Debug),Granados,ChannelCollection.Entry,Channel.set(SSHChannel) : void,95,1,,1,1
Member,Granados (Debug),Granados,ChannelCollection.Entry,"Entry(SSHChannel, ISSHChannelEventReceiver, int)",76,1,,2,4
Member,Granados (Debug),Granados,ChannelCollection.Entry,LocalID.get() : int,91,1,,0,2
Member,Granados (Debug),Granados,ChannelCollection.Entry,Next.get() : ChannelCollection.Entry,91,1,,0,2
Member,Granados (Debug),Granados,ChannelCollection.Entry,Next.set(ChannelCollection.Entry) : void,95,1,,0,1
Member,Granados (Debug),Granados,ChannelCollection.Entry,Receiver.get() : ISSHChannelEventReceiver,91,1,,1,2
Type,Granados (Debug),Granados,ChannelType, ,100,0,1,0,0
Type,Granados (Debug),Granados,CipherAlgorithm, ,100,0,1,0,0
Type,Granados (Debug),Granados,HostKeyCheckCallback, ,100,4,1,3,0
Member,Granados (Debug),Granados,HostKeyCheckCallback,"BeginInvoke(SSHConnectionInfo, AsyncCallback, object) : IAsyncResult",100,1,,3,0
Member,Granados (Debug),Granados,HostKeyCheckCallback,EndInvoke(IAsyncResult) : bool,100,1,,1,0
Member,Granados (Debug),Granados,HostKeyCheckCallback,"HostKeyCheckCallback(object, IntPtr)",100,1,,0,0
Member,Granados (Debug),Granados,HostKeyCheckCallback,Invoke(SSHConnectionInfo) : bool,100,1,,1,0
Type,Granados (Debug),Granados,IAgentForward, ,100,5,0,2,0
Member,Granados (Debug),Granados,IAgentForward,CanAcceptForwarding() : bool,100,1,,0,0
Member,Granados (Debug),Granados,IAgentForward,Close() : void,100,1,,0,0
Member,Granados (Debug),Granados,IAgentForward,GetAvailableSSH2UserAuthKeys() : SSH2UserAuthKey[],100,1,,1,0
Member,Granados (Debug),Granados,IAgentForward,NotifyPublicKeyDidNotMatch() : void,100,1,,0,0
Member,Granados (Debug),Granados,IAgentForward,OnError(Exception) : void,100,1,,1,0
Type,Granados (Debug),Granados,ISSHChannelEventReceiver, ,100,7,0,1,0
Member,Granados (Debug),Granados,ISSHChannelEventReceiver,OnChannelClosed() : void,100,1,,0,0
Member,Granados (Debug),Granados,ISSHChannelEventReceiver,OnChannelEOF() : void,100,1,,0,0
Member,Granados (Debug),Granados,ISSHChannelEventReceiver,OnChannelError(Exception) : void,100,1,,1,0
Member,Granados (Debug),Granados,ISSHChannelEventReceiver,OnChannelReady() : void,100,1,,0,0
Member,Granados (Debug),Granados,ISSHChannelEventReceiver,"OnData(byte[], int, int) : void",100,1,,0,0
Member,Granados (Debug),Granados,ISSHChannelEventReceiver,"OnExtendedData(int, byte[]) : void",100,1,,0,0
Member,Granados (Debug),Granados,ISSHChannelEventReceiver,"OnMiscPacket(byte, byte[], int, int) : void",100,1,,0,0
Type,Granados (Debug),Granados,ISSHConnectionEventReceiver, ,100,8,0,4,0
Member,Granados (Debug),Granados,ISSHConnectionEventReceiver,"CheckPortForwardingRequest(string, int, string, int) : PortForwardingCheckResult",100,1,,1,0
Member,Granados (Debug),Granados,ISSHConnectionEventReceiver,"EstablishPortforwarding(ISSHChannelEventReceiver, SSHChannel) : void",100,1,,2,0
Member,Granados (Debug),Granados,ISSHConnectionEventReceiver,OnAuthenticationPrompt(string[]) : void,100,1,,0,0
Member,Granados (Debug),Granados,ISSHConnectionEventReceiver,OnConnectionClosed() : void,100,1,,0,0
Member,Granados (Debug),Granados,ISSHConnectionEventReceiver,"OnDebugMessage(bool, byte[]) : void",100,1,,0,0
Member,Granados (Debug),Granados,ISSHConnectionEventReceiver,OnError(Exception) : void,100,1,,1,0
Member,Granados (Debug),Granados,ISSHConnectionEventReceiver,OnIgnoreMessage(byte[]) : void,100,1,,0,0
Member,Granados (Debug),Granados,ISSHConnectionEventReceiver,"OnUnknownMessage(byte, byte[]) : void",100,1,,0,0
Type,Granados (Debug),Granados,ISSHEventTracer, ,100,2,0,0,0
Member,Granados (Debug),Granados,ISSHEventTracer,"OnReception(string, string) : void",100,1,,0,0
Member,Granados (Debug),Granados,ISSHEventTracer,"OnTranmission(string, string) : void",100,1,,0,0
Type,Granados (Debug),Granados,MACAlgorithm, ,100,0,1,0,0
Type,Granados (Debug),Granados,PortForwardingCheckResult, ,100,0,1,1,0
Type,Granados (Debug),Granados,ScpChannelReceiverBase, ,90,17,1,10,29
Member,Granados (Debug),Granados,ScpChannelReceiverBase,CompleteEvent.get() : ManualResetEvent,91,1,,1,2
Member,Granados (Debug),Granados,ScpChannelReceiverBase,Dipose() : void,98,1,,2,1
Member,Granados (Debug),Granados,ScpChannelReceiverBase,Error.get() : Exception,91,1,,1,2
Member,Granados (Debug),Granados,ScpChannelReceiverBase,Exit() : void,73,1,,5,6
Member,Granados (Debug),Granados,ScpChannelReceiverBase,OnChannelClosed() : void,98,1,,1,1
Member,Granados (Debug),Granados,ScpChannelReceiverBase,OnChannelEOF() : void,87,1,,2,2
Member,Granados (Debug),Granados,ScpChannelReceiverBase,OnChannelError(Exception) : void,91,1,,2,1
Member,Granados (Debug),Granados,ScpChannelReceiverBase,OnChannelReady() : void,95,1,,0,1
Member,Granados (Debug),Granados,ScpChannelReceiverBase,"OnData(byte[], int, int) : void",100,1,,0,0
Member,Granados (Debug),Granados,ScpChannelReceiverBase,"OnExtendedData(int, byte[]) : void",83,1,,2,2
Member,Granados (Debug),Granados,ScpChannelReceiverBase,"OnMiscPacket(byte, byte[], int, int) : void",100,1,,0,0
Member,Granados (Debug),Granados,ScpChannelReceiverBase,"OnUnknownMessage(byte, byte[]) : void",92,1,,1,1
Member,Granados (Debug),Granados,ScpChannelReceiverBase,Run(SSHChannel) : void,100,1,,1,0
Member,Granados (Debug),Granados,ScpChannelReceiverBase,ScpChannelReceiverBase(ScpParameter),76,1,,2,4
Member,Granados (Debug),Granados,ScpChannelReceiverBase,Succeeded.get() : bool,89,1,,1,2
Member,Granados (Debug),Granados,ScpChannelReceiverBase,SuccessfullyExit() : void,87,1,,1,2
Member,Granados (Debug),Granados,ScpChannelReceiverBase,UnsuccessfullyExit(Exception) : void,87,1,,1,2
Type,Granados (Debug),Granados,SCPCopyDirection, ,100,0,1,0,0
Type,Granados (Debug),Granados,ScpLocalSource, ,85,6,1,2,11
Member,Granados (Debug),Granados,ScpLocalSource,Close() : void,81,2,,1,3
Member,Granados (Debug),Granados,ScpLocalSource,IsClosed.get() : bool,91,1,,0,2
Member,Granados (Debug),Granados,ScpLocalSource,ScpLocalSource(Stream),87,1,,1,2
Member,Granados (Debug),Granados,ScpLocalSource,ScpLocalSource(string),84,1,,2,2
Member,Granados (Debug),Granados,ScpLocalSource,Stream.get() : Stream,91,1,,1,2
Type,Granados (Debug),Granados,ScpLocalToRemoteReceiver, ,68,22,2,14,59
Member,Granados (Debug),Granados,ScpLocalToRemoteReceiver,Dipose() : void,89,1,,3,2
Member,Granados (Debug),Granados,ScpLocalToRemoteReceiver,OnChannelReady() : void,80,1,,4,3
Member,Granados (Debug),Granados,ScpLocalToRemoteReceiver,"OnData(byte[], int, int) : void",94,1,,0,1
Member,Granados (Debug),Granados,ScpLocalToRemoteReceiver,"ReadResponse(byte[], int, int) : void",63,4,,6,10
Member,Granados (Debug),Granados,ScpLocalToRemoteReceiver,Run(SSHChannel) : void,55,8,,7,19
Member,Granados (Debug),Granados,ScpLocalToRemoteReceiver,ScpLocalToRemoteReceiver(ScpParameter),79,1,,4,3
Member,Granados (Debug),Granados,ScpLocalToRemoteReceiver,TransmitFileContent() : void,56,4,,8,16
Member,Granados (Debug),Granados,ScpLocalToRemoteReceiver,TransmitFileInfo() : void,75,1,,7,3
Member,Granados (Debug),Granados,ScpLocalToRemoteReceiver,WaitAndReset() : void,85,1,,3,2
Type,Granados (Debug),Granados,ScpLocalToRemoteReceiver.State, ,100,0,1,0,0
Type,Granados (Debug),Granados,ScpParameter, ,91,19,1,3,35
Member,Granados (Debug),Granados,ScpParameter,Direction.get() : SCPCopyDirection,91,1,,1,2
Member,Granados (Debug),Granados,ScpParameter,Direction.set(SCPCopyDirection) : void,95,1,,1,1
Member,Granados (Debug),Granados,ScpParameter,Directory.get() : bool,91,1,,0,2
Member,Granados (Debug),Granados,ScpParameter,Directory.set(bool) : void,95,1,,0,1
Member,Granados (Debug),Granados,ScpParameter,LocalSource.get() : ScpLocalSource,91,1,,1,2
Member,Granados (Debug),Granados,ScpParameter,LocalSource.set(ScpLocalSource) : void,95,1,,1,1
Member,Granados (Debug),Granados,ScpParameter,Permission.get() : string,91,1,,0,2
Member,Granados (Debug),Granados,ScpParameter,Permission.set(string) : void,95,1,,0,1
Member,Granados (Debug),Granados,ScpParameter,ProgressionDelegate.get() : SCPProgression,91,1,,1,2
Member,Granados (Debug),Granados,ScpParameter,ProgressionDelegate.set(SCPProgression) : void,95,1,,1,1
Member,Granados (Debug),Granados,ScpParameter,Recursive.get() : bool,91,1,,0,2
Member,Granados (Debug),Granados,ScpParameter,Recursive.set(bool) : void,95,1,,0,1
Member,Granados (Debug),Granados,ScpParameter,RemoteFilename.get() : string,91,1,,0,2
Member,Granados (Debug),Granados,ScpParameter,RemoteFilename.set(string) : void,95,1,,0,1
Member,Granados (Debug),Granados,ScpParameter,ScpParameter(),67,1,,1,8
Member,Granados (Debug),Granados,ScpParameter,Timestamp.get() : bool,91,1,,0,2
Member,Granados (Debug),Granados,ScpParameter,Timestamp.set(bool) : void,95,1,,0,1
Member,Granados (Debug),Granados,ScpParameter,Verbose.get() : bool,91,1,,0,2
Member,Granados (Debug),Granados,ScpParameter,Verbose.set(bool) : void,95,1,,0,1
Type,Granados (Debug),Granados,SCPProgression, ,100,4,1,2,0
Member,Granados (Debug),Granados,SCPProgression,"BeginInvoke(int, int, AsyncCallback, object) : IAsyncResult",100,1,,2,0
Member,Granados (Debug),Granados,SCPProgression,EndInvoke(IAsyncResult) : void,100,1,,1,0
Member,Granados (Debug),Granados,SCPProgression,"Invoke(int, int) : void",100,1,,0,0
Member,Granados (Debug),Granados,SCPProgression,"SCPProgression(object, IntPtr)",100,1,,0,0
Type,Granados (Debug),Granados,ScpRemoteToLocalReceiver, ,69,18,2,14,46
Member,Granados (Debug),Granados,ScpRemoteToLocalReceiver,Dipose() : void,89,1,,3,2
Member,Granados (Debug),Granados,ScpRemoteToLocalReceiver,OnChannelReady() : void,87,1,,3,2
Member,Granados (Debug),Granados,ScpRemoteToLocalReceiver,"OnData(byte[], int, int) : void",61,6,,4,13
Member,Granados (Debug),Granados,ScpRemoteToLocalReceiver,ParseFileInfo(string) : void,57,3,,5,13
Member,Granados (Debug),Granados,ScpRemoteToLocalReceiver,"ProcessData(byte[], int, int) : void",63,4,,7,8
Member,Granados (Debug),Granados,ScpRemoteToLocalReceiver,Run(SSHChannel) : void,80,1,,4,3
Member,Granados (Debug),Granados,ScpRemoteToLocalReceiver,ScpRemoteToLocalReceiver(ScpParameter),79,1,,4,3
Member,Granados (Debug),Granados,ScpRemoteToLocalReceiver,SendResponse() : void,84,1,,2,2
Type,Granados (Debug),Granados,ScpRemoteToLocalReceiver.State, ,100,0,1,0,0
Type,Granados (Debug),Granados,SSHChannel, ,93,10,1,3,13
Member,Granados (Debug),Granados,SSHChannel,Close() : void,100,1,,0,0
Member,Granados (Debug),Granados,SSHChannel,Connection.get() : SSHConnection,91,1,,1,2
Member,Granados (Debug),Granados,SSHChannel,LocalChannelID.get() : int,91,1,,0,2
Member,Granados (Debug),Granados,SSHChannel,RemoteChannelID.get() : int,91,1,,0,2
Member,Granados (Debug),Granados,SSHChannel,"ResizeTerminal(int, int, int, int) : void",100,1,,0,0
Member,Granados (Debug),Granados,SSHChannel,SendEOF() : void,100,1,,0,0
Member,Granados (Debug),Granados,SSHChannel,"SSHChannel(SSHConnection, ChannelType, int)",73,1,,3,5
Member,Granados (Debug),Granados,SSHChannel,Transmit(byte[]) : void,100,1,,0,0
Member,Granados (Debug),Granados,SSHChannel,"Transmit(byte[], int, int) : void",100,1,,0,0
Member,Granados (Debug),Granados,SSHChannel,Type.get() : ChannelType,91,1,,1,2
Type,Granados (Debug),Granados,SSHConnection, ,80,45,1,29,86
Member,Granados (Debug),Granados,SSHConnection,AuthenticationResult.get() : AuthenticationResult,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnection,AutoDisconnect.get() : bool,91,1,,0,2
Member,Granados (Debug),Granados,SSHConnection,AutoDisconnect.set(bool) : void,95,1,,0,1
Member,Granados (Debug),Granados,SSHConnection,Available.get() : bool,77,2,,1,4
Member,Granados (Debug),Granados,SSHConnection,"CancelForwardedPort(string, int) : void",100,1,,0,0
Member,Granados (Debug),Granados,SSHConnection,ChannelCollection.get() : ChannelCollection,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnection,Close() : void,83,3,,1,2
Member,Granados (Debug),Granados,SSHConnection,Connect() : AuthenticationResult,100,1,,1,0
Member,Granados (Debug),Granados,SSHConnection,"Connect(SSHConnectionParameter, ISSHConnectionEventReceiver, Socket) : SSHConnection",64,4,,7,8
Member,Granados (Debug),Granados,SSHConnection,ConnectionInfo.get() : SSHConnectionInfo,100,1,,1,0
Member,Granados (Debug),Granados,SSHConnection,"ConnectMain(SSHConnectionParameter, ISSHConnectionEventReceiver, VersionExchangeHandler, AbstractGranadosSocket) : SSHConnection",56,3,,9,15
Member,Granados (Debug),Granados,SSHConnection,Disconnect(string) : void,100,1,,0,0
Member,Granados (Debug),Granados,SSHConnection,"DoExecCommand(ISSHChannelEventReceiver, string) : SSHChannel",100,1,,2,0
Member,Granados (Debug),Granados,SSHConnection,EventReceiver.get() : ISSHConnectionEventReceiver,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnection,EventReceiver.set(ISSHConnectionEventReceiver) : void,95,1,,1,1
Member,Granados (Debug),Granados,SSHConnection,ExecuteSCP(ScpParameter) : void,57,4,,7,13
Member,Granados (Debug),Granados,SSHConnection,"ForwardPort(ISSHChannelEventReceiver, string, int, string, int) : SSHChannel",100,1,,2,0
Member,Granados (Debug),Granados,SSHConnection,IsEventTracerAvailable.get() : bool,86,1,,1,2
Member,Granados (Debug),Granados,SSHConnection,IsOpen.get() : bool,84,2,,2,2
Member,Granados (Debug),Granados,SSHConnection,"ListenForwardedPort(string, int) : void",100,1,,0,0
Member,Granados (Debug),Granados,SSHConnection,"OpenPortForwardedAnotherConnection(SSHConnectionParameter, ISSHConnectionEventReceiver, string, int) : SSHConnection",66,1,,6,7
Member,Granados (Debug),Granados,SSHConnection,OpenShell(ISSHChannelEventReceiver) : SSHChannel,100,1,,2,0
Member,Granados (Debug),Granados,SSHConnection,PacketBuilder.get() : IDataHandler,100,1,,1,0
Member,Granados (Debug),Granados,SSHConnection,Param.get() : SSHConnectionParameter,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnection,SendIgnorableData(string) : void,100,1,,0,0
Member,Granados (Debug),Granados,SSHConnection,SendMyVersion(SSHConnectionParameter) : void,70,1,,4,5
Member,Granados (Debug),Granados,SSHConnection,SocketStatus.get() : SocketStatus,87,1,,2,2
Member,Granados (Debug),Granados,SSHConnection,"SSHConnection(SSHConnectionParameter, AbstractGranadosSocket, ISSHConnectionEventReceiver)",66,1,,4,8
Member,Granados (Debug),Granados,SSHConnection,"TraceReceptionEvent(string, string, params object[]) : void",81,2,,2,2
Member,Granados (Debug),Granados,SSHConnection,"TraceTransmissionEvent(string, string, params object[]) : void",81,2,,2,2
Member,Granados (Debug),Granados,SSHConnection,UnderlyingStream.get() : AbstractGranadosSocket,91,1,,1,2
Type,Granados (Debug),Granados,SSHConnectionInfo, ,96,10,1,2,13
Member,Granados (Debug),Granados,SSHConnectionInfo,AlgorithmForReception.get() : CipherAlgorithm,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnectionInfo,AlgorithmForTransmittion.get() : CipherAlgorithm,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnectionInfo,ClientVerisonString.get() : string,91,1,,0,2
Member,Granados (Debug),Granados,SSHConnectionInfo,DumpHostKeyInKnownHostsStyle() : string,100,1,,0,0
Member,Granados (Debug),Granados,SSHConnectionInfo,HostKey.get() : PublicKey,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnectionInfo,HostKeyMD5FingerPrint() : byte[],100,1,,0,0
Member,Granados (Debug),Granados,SSHConnectionInfo,HostKeySHA1FingerPrint() : byte[],100,1,,0,0
Member,Granados (Debug),Granados,SSHConnectionInfo,ServerVersionString.get() : string,91,1,,0,2
Member,Granados (Debug),Granados,SSHConnectionInfo,SSHConnectionInfo(),100,1,,0,1
Member,Granados (Debug),Granados,SSHConnectionInfo,SupportedCipherAlgorithms.get() : string,91,1,,0,2
Type,Granados (Debug),Granados,SSHConnectionParameter, ,83,43,1,9,94
Member,Granados (Debug),Granados,SSHConnectionParameter,AgentForward.get() : IAgentForward,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnectionParameter,AgentForward.set(IAgentForward) : void,95,1,,1,1
Member,Granados (Debug),Granados,SSHConnectionParameter,AuthenticationType.get() : AuthenticationType,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnectionParameter,AuthenticationType.set(AuthenticationType) : void,95,1,,1,1
Member,Granados (Debug),Granados,SSHConnectionParameter,CheckMACError.get() : bool,91,1,,0,2
Member,Granados (Debug),Granados,SSHConnectionParameter,CheckMACError.set(bool) : void,95,1,,0,1
Member,Granados (Debug),Granados,SSHConnectionParameter,Clone() : object,54,1,,8,20
Member,Granados (Debug),Granados,SSHConnectionParameter,EventTracer.get() : ISSHEventTracer,91,1,,1,2
Member,Granados (Debug),Granados,SSHConnectionParameter,EventTracer.set(ISSHEventTracer) : void,95,1,,1,1
Member,Granados (Debug),Granados,SSHConnectionParameter,IdentityFile.get() : string,91,1,,0,2
Member,Granados (Debug),Granados,SSHConnectionParameter,IdentityFile.set(string) : void,95,1,,0,1
