NameSpace	Name	QualifiedName	NumberOfMethods	LinesOfCode	DepthOfInheritance	CyclomaticComplexity	ClassCoupling	AnonymousInnerClassLength	ClassFanOutComplexity	ClassDataAbstractionCoupling	Toxicity
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.OrTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.OrTranslator	2	3	4	2	5	0	0	0	1.609437912
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.PowerTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.PowerTranslator	2	3	4	2	6	0	0	0	1.609437912
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.QuoteTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.QuoteTranslator	2	3	4	2	5	0	0	0	1.609437912
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.SubtractTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.SubtractTranslator	2	3	4	2	6	0	0	0	1.609437912
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.UnaryPlusTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.UnaryPlusTranslator	2	3	4	2	5	0	0	0	1.609437912
System.Data.Entity.Core.Objects.ELinq	Funcletizer	System.Data.Entity.Core.Objects.ELinq.Funcletizer	16	108	1	50	35	0	0	0	1.609437912
System.Data.Entity.Core.Objects.Internal	ObjectQueryExecutionPlanFactory	System.Data.Entity.Core.Objects.Internal.ObjectQueryExecutionPlanFactory	3	36	1	16	35	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	ComplexTypeColumnMap	System.Data.Entity.Core.Query.InternalTrees.ComplexTypeColumnMap	5	9	4	5	9	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	ConstantOp	System.Data.Entity.Core.Query.InternalTrees.ConstantOp	5	7	4	5	7	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	ConstantPredicateOp	System.Data.Entity.Core.Query.InternalTrees.ConstantPredicateOp	8	9	4	8	6	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	ConstrainedSortOp	System.Data.Entity.Core.Query.InternalTrees.ConstrainedSortOp	8	10	4	8	7	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	CrossApplyOp	System.Data.Entity.Core.Query.InternalTrees.CrossApplyOp	4	6	4	4	5	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	CrossJoinOp	System.Data.Entity.Core.Query.InternalTrees.CrossJoinOp	5	7	4	5	5	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	DiscriminatedNewEntityOp	System.Data.Entity.Core.Query.InternalTrees.DiscriminatedNewEntityOp	6	9	4	6	11	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	EntityColumnMap	System.Data.Entity.Core.Query.InternalTrees.EntityColumnMap	5	10	4	5	10	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	ExceptOp	System.Data.Entity.Core.Query.InternalTrees.ExceptOp	5	6	4	5	7	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	FullOuterJoinOp	System.Data.Entity.Core.Query.InternalTrees.FullOuterJoinOp	4	6	4	4	5	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	GroupByIntoOp	System.Data.Entity.Core.Query.InternalTrees.GroupByIntoOp	7	9	4	7	6	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	GroupByOp	System.Data.Entity.Core.Query.InternalTrees.GroupByOp	6	7	4	6	6	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	InnerJoinOp	System.Data.Entity.Core.Query.InternalTrees.InnerJoinOp	4	6	4	4	5	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	InternalConstantOp	System.Data.Entity.Core.Query.InternalTrees.InternalConstantOp	5	7	4	5	7	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	IntersectOp	System.Data.Entity.Core.Query.InternalTrees.IntersectOp	5	6	4	5	7	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	LeftOuterJoinOp	System.Data.Entity.Core.Query.InternalTrees.LeftOuterJoinOp	4	6	4	4	5	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	MultipleDiscriminatorPolymorphicColumnMap	System.Data.Entity.Core.Query.InternalTrees.MultipleDiscriminatorPolymorphicColumnMap	7	22	4	8	17	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	MultiStreamNestOp	System.Data.Entity.Core.Query.InternalTrees.MultiStreamNestOp	3	4	4	3	9	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	NewEntityOp	System.Data.Entity.Core.Query.InternalTrees.NewEntityOp	5	6	4	5	9	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	NullOp	System.Data.Entity.Core.Query.InternalTrees.NullOp	5	6	4	5	6	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	NullSentinelOp	System.Data.Entity.Core.Query.InternalTrees.NullSentinelOp	5	6	4	5	6	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	OuterApplyOp	System.Data.Entity.Core.Query.InternalTrees.OuterApplyOp	4	6	4	4	5	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	ScanTableOp	System.Data.Entity.Core.Query.InternalTrees.ScanTableOp	6	7	4	6	6	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	ScanViewOp	System.Data.Entity.Core.Query.InternalTrees.ScanViewOp	6	7	4	6	6	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	SimplePolymorphicColumnMap	System.Data.Entity.Core.Query.InternalTrees.SimplePolymorphicColumnMap	6	19	4	7	14	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	SingleStreamNestOp	System.Data.Entity.Core.Query.InternalTrees.SingleStreamNestOp	7	11	4	7	10	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	SortOp	System.Data.Entity.Core.Query.InternalTrees.SortOp	6	7	4	6	7	0	0	0	1.609437912
System.Data.Entity.Core.Query.InternalTrees	UnionAllOp	System.Data.Entity.Core.Query.InternalTrees.UnionAllOp	6	8	4	6	8	0	0	0	1.609437912
System.Data.Entity.Core.Query.PlanCompiler	GroupAggregateVarComputationTranslator	System.Data.Entity.Core.Query.PlanCompiler.GroupAggregateVarComputationTranslator	12	113	3	44	30	0	0	0	1.609437912
System.Data.Entity.Core.Query.PlanCompiler	Normalizer	System.Data.Entity.Core.Query.PlanCompiler.Normalizer	10	69	4	16	26	0	0	0	1.609437912
System.Data.Entity.Core.Query.PlanCompiler	OpCopierTrackingCollectionVars	System.Data.Entity.Core.Query.PlanCompiler.OpCopierTrackingCollectionVars	3	14	4	4	10	0	0	0	1.609437912
System.Data.Entity.Core.SchemaObjectModel	CollectionTypeElement	System.Data.Entity.Core.SchemaObjectModel.CollectionTypeElement	14	83	4	32	24	0	0	0	1.609437912
System.Data.Entity.Core.SchemaObjectModel	FunctionImportElement	System.Data.Entity.Core.SchemaObjectModel.FunctionImportElement	15	113	4	72	29	0	0	0	1.609437912
System.Data.Entity.Core.SchemaObjectModel	ModelFunction	System.Data.Entity.Core.SchemaObjectModel.ModelFunction	11	47	4	25	22	0	0	0	1.609437912
System.Data.Entity.Core.SchemaObjectModel	ReferenceTypeElement	System.Data.Entity.Core.SchemaObjectModel.ReferenceTypeElement	7	30	4	13	20	0	0	0	1.609437912
System.Data.Entity.Core.SchemaObjectModel	RowTypeElement	System.Data.Entity.Core.SchemaObjectModel.RowTypeElement	9	52	4	26	22	0	0	0	1.609437912
System.Data.Entity.Core.SchemaObjectModel	RowTypePropertyElement	System.Data.Entity.Core.SchemaObjectModel.RowTypePropertyElement	14	112	4	44	30	0	0	0	1.609437912
System.Data.Entity.Core.SchemaObjectModel	SchemaComplexType	System.Data.Entity.Core.SchemaObjectModel.SchemaComplexType	3	17	4	9	8	0	0	0	1.609437912
System.Data.Entity.Core.SchemaObjectModel	SchemaEntityType	System.Data.Entity.Core.SchemaObjectModel.SchemaEntityType	12	64	4	35	16	0	0	0	1.609437912
System.Data.Entity.Core.SchemaObjectModel	TypeRefElement	System.Data.Entity.Core.SchemaObjectModel.TypeRefElement	7	31	4	14	19	0	0	0	1.609437912
System.Data.Entity.Infrastructure	CommitFailedException	System.Data.Entity.Infrastructure.CommitFailedException	4	4	4	4	5	0	0	0	1.609437912
System.Data.Entity.Infrastructure	DbEntityEntry	System.Data.Entity.Infrastructure.DbEntityEntry	25	59	1	31	26	0	0	0	1.609437912
System.Data.Entity.Infrastructure	DbUpdateException	System.Data.Entity.Infrastructure.DbUpdateException	6	20	4	15	17	0	0	0	1.609437912
System.Data.Entity.Infrastructure	UnintentionalCodeFirstException	System.Data.Entity.Infrastructure.UnintentionalCodeFirstException	4	4	4	4	5	0	0	0	1.609437912
System.Data.Entity.Infrastructure.Interception	BeginTransactionInterceptionContext	System.Data.Entity.Infrastructure.Interception.BeginTransactionInterceptionContext	13	33	4	14	9	0	0	0	1.609437912
System.Data.Entity.Infrastructure.Interception	DbCommandInterceptionContext<TResult>	System.Data.Entity.Infrastructure.Interception.DbCommandInterceptionContext<TResult>	25	38	3	25	14	0	0	0	1.609437912
System.Data.Entity.Infrastructure.Interception	EnlistTransactionInterceptionContext	System.Data.Entity.Infrastructure.Interception.EnlistTransactionInterceptionContext	13	31	4	14	8	0	0	0	1.609437912
System.Data.Entity.Internal	AppConfig	System.Data.Entity.Internal.AppConfig	15	46	1	26	35	0	0	0	1.609437912
System.Data.Entity.Internal	EagerInternalContext	System.Data.Entity.Internal.EagerInternalContext	25	40	2	29	14	0	0	0	1.609437912
System.Data.Entity.Internal	ObservableBackedBindingList<T>	System.Data.Entity.Internal.ObservableBackedBindingList<T>	11	67	4	40	12	0	0	0	1.609437912
System.Data.Entity.ModelConfiguration.Configuration.Properties.Primitive	DateTimePropertyConfiguration	System.Data.Entity.ModelConfiguration.Configuration.Properties.Primitive.DateTimePropertyConfiguration	11	33	4	21	11	0	0	0	1.609437912
System.Data.Entity.ModelConfiguration.Configuration.Properties.Primitive	DecimalPropertyConfiguration	System.Data.Entity.ModelConfiguration.Configuration.Properties.Primitive.DecimalPropertyConfiguration	13	46	4	30	11	0	0	0	1.609437912
System.Data.Entity.ModelConfiguration.Configuration.Properties.Primitive	LengthPropertyConfiguration	System.Data.Entity.ModelConfiguration.Configuration.Properties.Primitive.LengthPropertyConfiguration	14	59	4	37	12	0	0	0	1.609437912
System.Data.Entity.Validation	DbEntityValidationException	System.Data.Entity.Validation.DbEntityValidationException	7	16	4	8	10	0	0	0	1.609437912
System.Data.Entity.Validation	DbUnexpectedValidationException	System.Data.Entity.Validation.DbUnexpectedValidationException	4	4	4	4	5	0	0	0	1.609437912
System.Data.Entity.Core.Common	DbCommandDefinition	System.Data.Entity.Core.Common.DbCommandDefinition	10	87	1	46	15	0	0	0	1.386294361
System.Data.Entity.Core.Common.Utils	CommandHelper	System.Data.Entity.Core.Common.Utils.CommandHelper	7	64	1	27	34	0	0	0	1.386294361
System.Data.Entity.Core.Mapping.Update.Internal	KeyManager	System.Data.Entity.Core.Mapping.Update.Internal.KeyManager	19	128	1	54	34	0	0	0	1.386294361
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	TypeConstant	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.TypeConstant	13	78	3	31	34	0	0	0	1.386294361
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.OrderByLifter.OrderByLifterBase	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.OrderByLifter.OrderByLifterBase	19	89	1	42	28	0	0	0	1.386294361
System.Data.Entity.Core.Objects.Internal	ShapelessBufferedDataRecord	System.Data.Entity.Core.Objects.Internal.ShapelessBufferedDataRecord	24	103	2	41	18	0	0	0	1.386294361
System.Data.Entity.Core.Query.PlanCompiler	ColumnMapTranslator	System.Data.Entity.Core.Query.PlanCompiler.ColumnMapTranslator	20	121	2	52	34	0	0	0	1.386294361
System.Data.Entity.Core.Query.PlanCompiler	VarRemapper	System.Data.Entity.Core.Query.PlanCompiler.VarRemapper	24	83	2	37	30	0	0	0	1.386294361
System.Data.Entity.Infrastructure	TransactionContextInitializer<TContext>	System.Data.Entity.Infrastructure.TransactionContextInitializer<TContext>	3	30	1	10	34	0	0	0	1.386294361
System.Data.Entity.Infrastructure.Interception	IDbConnectionInterceptor	System.Data.Entity.Infrastructure.Interception.IDbConnectionInterceptor	24	0	0	24	8	0	0	0	1.386294361
System.Data.Entity.Internal	PropertyEntryMetadata	System.Data.Entity.Internal.PropertyEntryMetadata	7	43	2	16	28	0	0	0	1.386294361
System.Data.Entity.ModelConfiguration.Configuration	TphColumnFixer	System.Data.Entity.ModelConfiguration.Configuration.TphColumnFixer	2	38	1	27	27	0	0	0	1.386294361
System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder.Internal	"EnumerableValidator<TElementIn, TElementOut, TResult>"	"System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder.Internal.EnumerableValidator<TElementIn, TElementOut, TResult>"	13	49	1	26	14	0	0	0	1.098612289
System.Data.Entity.Core.Metadata.Edm	EntityContainer	System.Data.Entity.Core.Metadata.Edm.EntityContainer	23	117	3	51	30	0	0	0	1.098612289
System.Data.Entity.Core.Metadata.Edm	FunctionParameter	System.Data.Entity.Core.Metadata.Edm.FunctionParameter	23	51	2	34	20	0	0	0	1.098612289
System.Data.Entity.Core.Metadata.Edm	ObjectItemConventionAssemblyLoader	System.Data.Entity.Core.Metadata.Edm.ObjectItemConventionAssemblyLoader	10	53	2	32	33	0	0	0	1.098612289
System.Data.Entity.Core.Objects	EntitySqlQueryState	System.Data.Entity.Core.Objects.EntitySqlQueryState	9	66	2	28	33	0	0	0	1.098612289
System.Data.Entity.Core.Query.InternalTrees	VarVec	System.Data.Entity.Core.Query.InternalTrees.VarVec	23	80	1	43	11	0	0	0	1.098612289
System.Data.Entity.Infrastructure	DbCompiledModel	System.Data.Entity.Infrastructure.DbCompiledModel	8	34	1	17	33	0	0	0	1.098612289
System.Data.Entity.Migrations.Builders	ColumnBuilder	System.Data.Entity.Migrations.Builders.ColumnBuilder	23	46	1	23	15	0	0	0	1.098612289
System.Data.Entity.Migrations.Builders	ParameterBuilder	System.Data.Entity.Migrations.Builders.ParameterBuilder	23	46	1	23	13	0	0	0	1.098612289
System.Data.Entity.Migrations.Model	PropertyModel	System.Data.Entity.Migrations.Model.PropertyModel	23	57	1	48	6	0	0	0	1.098612289
System.Data.Entity.ModelConfiguration.Configuration.Mapping	EntityMappingOperations	System.Data.Entity.ModelConfiguration.Configuration.Mapping.EntityMappingOperations	9	67	1	37	33	0	0	0	1.098612289
System.Data.Entity.ModelConfiguration.Conventions	StoreGeneratedIdentityKeyConvention	System.Data.Entity.ModelConfiguration.Conventions.StoreGeneratedIdentityKeyConvention	5	34	1	36	33	0	0	0	1.098612289
System.Data.Entity.Core.Common	DbXmlEnabledProviderManifest	System.Data.Entity.Core.Common.DbXmlEnabledProviderManifest	10	56	2	25	32	0	0	0	0.693147181
System.Data.Entity.Core.Common.CommandTrees	DbLambda	System.Data.Entity.Core.Common.CommandTrees.DbLambda	22	236	1	23	28	0	0	0	0.693147181
System.Data.Entity.Core.Mapping	AssociationSetMapping	System.Data.Entity.Core.Mapping.AssociationSetMapping	22	56	3	30	24	0	0	0	0.693147181
System.Data.Entity.Core.Mapping	ModificationFunctionMapping	System.Data.Entity.Core.Mapping.ModificationFunctionMapping	11	43	2	25	32	0	0	0	0.693147181
System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting	FragmentQueryKBChaseSupport	System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting.FragmentQueryKBChaseSupport	13	97	3	41	32	0	0	0	0.693147181
System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting	RewritingPass<T_Tile>	System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting.RewritingPass<T_Tile>	9	97	1	42	11	0	0	0	0.693147181
System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting	RewritingSimplifier<T_Tile>	System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting.RewritingSimplifier<T_Tile>	9	92	1	29	10	0	0	0	0.693147181
System.Data.Entity.Core.Mapping.ViewGeneration.Validation	RewritingValidator.WhereClauseVisitor	System.Data.Entity.Core.Mapping.ViewGeneration.Validation.RewritingValidator.WhereClauseVisitor	10	36	2	19	32	0	0	0	0.693147181
System.Data.Entity.Core.Query.InternalTrees	Node	System.Data.Entity.Core.Query.InternalTrees.Node	22	46	1	31	7	0	0	0	0.693147181
System.Data.Entity.Core.SchemaObjectModel	StructuredType	System.Data.Entity.Core.SchemaObjectModel.StructuredType	22	126	3	59	19	0	0	0	0.693147181
System.Data.Entity.Infrastructure.Interception	MutableInterceptionContext<TResult>	System.Data.Entity.Infrastructure.Interception.MutableInterceptionContext<TResult>	22	34	2	22	12	0	0	0	0.693147181
System.Data.Entity.Infrastructure.Interception	PropertyInterceptionContext<TValue>	System.Data.Entity.Infrastructure.Interception.PropertyInterceptionContext<TValue>	22	42	2	23	10	0	0	0	0.693147181
System.Data.Entity.Migrations.Infrastructure	MigratorBase	System.Data.Entity.Migrations.Infrastructure.MigratorBase	22	52	1	24	18	0	0	0	0.693147181
