NameSpace	Name	QualifiedName	NumberOfMethods	LinesOfCode	DepthOfInheritance	CyclomaticComplexity	ClassCoupling	AnonymousInnerClassLength	ClassFanOutComplexity	ClassDataAbstractionCoupling	Toxicity
System.Data.Entity.Core.Common.EntitySql	SemanticAnalyzer	System.Data.Entity.Core.Common.EntitySql.SemanticAnalyzer	90	2074	1	721	197	0	0	0	22.2477231
System.Data.Entity.Core.Objects	ObjectStateManager	System.Data.Entity.Core.Objects.ObjectStateManager	138	1309	1	676	101	0	0	0	20.00594971
System.Data.Entity.Migrations.Infrastructure	EdmModelDiffer	System.Data.Entity.Migrations.Infrastructure.EdmModelDiffer	85	1032	1	683	210	0	0	0	19.8980527
System.Data.Entity.Core.Objects	EntityEntry	System.Data.Entity.Core.Objects.EntityEntry	132	1420	2	625	106	0	0	0	19.33607559
System.Data.Entity.Core.Mapping	MappingItemLoader	System.Data.Entity.Core.Mapping.MappingItemLoader	67	1243	1	468	148	0	0	0	18.63746988
System.Data.Entity	QueryableExtensions	System.Data.Entity.QueryableExtensions	166	1005	1	330	57	0	0	0	18.4359052
System.Data.Entity.Core.Common.EntitySql	CqlParser	System.Data.Entity.Core.Common.EntitySql.CqlParser	33	909	1	311	57	0	0	0	18.35812451
System.Data.Entity.Core.Objects	ObjectContext	System.Data.Entity.Core.Objects.ObjectContext	159	1266	1	480	199	0	0	0	16.75645639
System.Data.Entity.Core.Objects.DataClasses	RelatedEnd	System.Data.Entity.Core.Objects.DataClasses.RelatedEnd	134	860	1	452	99	0	0	0	16.63418221
System.Data.Entity.ModelConfiguration.Configuration.Mapping	EntityMappingConfiguration	System.Data.Entity.ModelConfiguration.Configuration.Mapping.EntityMappingConfiguration	40	548	1	256	108	0	0	0	15.66408505
System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder	DbExpressionBuilder	System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder.DbExpressionBuilder	164	896	1	270	117	0	0	0	15.41713563
System.Data.Entity.Core.Query.PlanCompiler	ITreeGenerator	System.Data.Entity.Core.Query.PlanCompiler.ITreeGenerator	98	913	2	270	152	0	0	0	15.26775276
System.Data.Entity.Core.Query.PlanCompiler	NominalTypeEliminator	System.Data.Entity.Core.Query.PlanCompiler.NominalTypeEliminator	78	912	3	295	134	0	0	0	14.89104253
System.Data.Entity.Core.Query.PlanCompiler	PreProcessor	System.Data.Entity.Core.Query.PlanCompiler.PreProcessor	62	627	4	209	107	0	0	0	14.71479347
System.Data.Entity.Core.Objects.Internal	ShapedBufferedDataRecord	System.Data.Entity.Core.Objects.Internal.ShapedBufferedDataRecord	55	436	2	154	40	0	0	0	14.24273716
System.Data.Entity.Core.Metadata.Edm	EdmModelSemanticValidationRules	System.Data.Entity.Core.Metadata.Edm.EdmModelSemanticValidationRules	13	378	1	278	56	0	0	0	14.14562692
System.Data.Entity.Core.Query.PlanCompiler	CTreeGenerator	System.Data.Entity.Core.Query.PlanCompiler.CTreeGenerator	93	595	2	183	139	0	0	0	13.69133752
System.Data.Entity.Core.Common.Internal.Materialization	Translator.TranslatorVisitor	System.Data.Entity.Core.Common.Internal.Materialization.Translator.TranslatorVisitor	44	524	2	168	99	0	0	0	13.68125662
System.Data.Entity.Core.Query.PlanCompiler	NestPullup	System.Data.Entity.Core.Query.PlanCompiler.NestPullup	52	773	3	207	80	0	0	0	13.5452754
System.Data.Entity.ModelConfiguration.Configuration.Types	EntityTypeConfiguration	System.Data.Entity.ModelConfiguration.Configuration.Types.EntityTypeConfiguration	52	382	3	207	87	0	0	0	13.53947243
System.Data.Entity.Migrations.Design	VisualBasicMigrationCodeGenerator	System.Data.Entity.Migrations.Design.VisualBasicMigrationCodeGenerator	56	684	2	202	96	0	0	0	13.27443189
System.Data.Entity.Migrations.Design	CSharpMigrationCodeGenerator	System.Data.Entity.Migrations.Design.CSharpMigrationCodeGenerator	56	664	2	198	98	0	0	0	13.16900266
System.Data.Entity.Core.Metadata.Edm	Converter	System.Data.Entity.Core.Metadata.Edm.Converter	28	469	1	179	107	0	0	0	13.02447708
System.Data.Entity.Core.Metadata.Edm	EdmXmlSchemaWriter	System.Data.Entity.Core.Metadata.Edm.EdmXmlSchemaWriter	40	292	2	120	59	0	0	0	12.27653111
System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting	QueryRewriter	System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting.QueryRewriter	49	518	1	221	82	0	0	0	12.24579323
System.Data.Entity.Core.Objects.DataClasses	RelationshipManager	System.Data.Entity.Core.Objects.DataClasses.RelationshipManager	61	559	1	248	97	0	0	0	11.99580213
System.Data.Entity.Core.Query.PlanCompiler	JoinGraph	System.Data.Entity.Core.Query.PlanCompiler.JoinGraph	62	709	1	344	47	0	0	0	11.95995469
System.Data.Entity.Core.SchemaObjectModel	Schema	System.Data.Entity.Core.SchemaObjectModel.Schema	59	404	2	171	60	0	0	0	11.72819812
System.Data.Entity.Core.Metadata.Edm	MetadataWorkspace	System.Data.Entity.Core.Metadata.Edm.MetadataWorkspace	76	434	1	204	90	0	0	0	11.70321519
System.Data.Entity.Core.Mapping.Update.Internal	UpdateTranslator	System.Data.Entity.Core.Mapping.Update.Internal.UpdateTranslator	39	321	1	148	102	0	0	0	11.53859321
System.Data.Entity.Migrations.Infrastructure	DynamicToFunctionModificationCommandConverter	System.Data.Entity.Migrations.Infrastructure.DynamicToFunctionModificationCommandConverter	15	194	3	107	80	0	0	0	11.46897358
System.Data.Entity.Core.Metadata.Edm	EdmFunction	System.Data.Entity.Core.Metadata.Edm.EdmFunction	33	126	4	82	37	0	0	0	11.01064655
System.Data.Entity.Core.EntityClient	EntityConnection	System.Data.Entity.Core.EntityClient.EntityConnection	45	299	4	142	73	0	0	0	10.98740913
System.Data.Entity.Core.Common.CommandTrees.Internal	ViewSimplifier	System.Data.Entity.Core.Common.CommandTrees.Internal.ViewSimplifier	14	299	1	108	77	0	0	0	10.86316339
System.Data.Entity.Migrations	DbMigrator	System.Data.Entity.Migrations.DbMigrator	47	493	2	215	106	0	0	0	10.76206442
System.Data.Entity.ModelConfiguration.Configuration.Mapping	EntityMappingService	System.Data.Entity.ModelConfiguration.Configuration.Mapping.EntityMappingService	17	310	1	177	72	0	0	0	10.70369381
System.Data.Entity.Core.Mapping.ViewGeneration.Validation	ErrorPatternMatcher	System.Data.Entity.Core.Mapping.ViewGeneration.Validation.ErrorPatternMatcher	22	276	1	149	46	0	0	0	10.57070135
System.Data.Entity.Core.Objects.DataClasses	EntityReference	System.Data.Entity.Core.Objects.DataClasses.EntityReference	33	309	2	177	55	0	0	0	10.52002363
System.Data.Entity.Core.Common.CommandTrees.Internal	ExpressionKeyGen	System.Data.Entity.Core.Common.CommandTrees.Internal.ExpressionKeyGen	58	396	2	103	92	0	0	0	10.3296699
System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder.Internal	ArgumentValidation	System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder.Internal.ArgumentValidation	64	494	1	229	84	0	0	0	10.25808033
System.Data.Entity.ModelConfiguration.Configuration.Mapping	ForeignKeyPrimitiveOperations	System.Data.Entity.ModelConfiguration.Configuration.Mapping.ForeignKeyPrimitiveOperations	13	197	1	99	62	0	0	0	10.20625526
System.Data.Entity.Core.Common.EntitySql	CqlLexer	System.Data.Entity.Core.Common.EntitySql.CqlLexer	117	671	1	229	26	0	0	0	10.16195964
System.Data.Entity.Core.Common.CommandTrees.Internal	ExpressionPrinter.PrinterVisitor	System.Data.Entity.Core.Common.CommandTrees.Internal.ExpressionPrinter.PrinterVisitor	71	467	2	136	98	0	0	0	10.09724349
System.Data.Entity.Core.Metadata.Edm.Provider	EdmProviderManifest	System.Data.Entity.Core.Metadata.Edm.Provider.EdmProviderManifest	23	408	2	95	30	0	0	0	10.0276502
System.Data.Entity.ModelConfiguration.Configuration.Properties.Navigation	NavigationPropertyConfiguration	System.Data.Entity.ModelConfiguration.Configuration.Properties.Navigation.NavigationPropertyConfiguration	29	185	3	92	43	0	0	0	9.674828821
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	CellQuery	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.CellQuery	41	289	2	120	61	0	0	0	9.656563473
System.Data.Entity.Infrastructure.Pluralization	EnglishPluralizationService	System.Data.Entity.Infrastructure.Pluralization.EnglishPluralizationService	13	311	1	152	19	0	0	0	9.628326761
System.Data.Entity.ModelConfiguration.Conventions	ComplexTypeDiscoveryConvention	System.Data.Entity.ModelConfiguration.Conventions.ComplexTypeDiscoveryConvention	2	68	1	44	47	0	0	0	9.579625473
System.Data.Entity.Core	EntityKey	System.Data.Entity.Core.EntityKey	51	389	1	172	53	0	0	0	9.565213694
System.Data.Entity.Core.Mapping.ViewGeneration.Validation	ForeignConstraint	System.Data.Entity.Core.Mapping.ViewGeneration.Validation.ForeignConstraint	23	334	2	126	55	0	0	0	9.46498259
System.Data.Entity.Core.Mapping	StorageMappingItemCollection	System.Data.Entity.Core.Mapping.StorageMappingItemCollection	40	310	5	153	94	0	0	0	9.45720045
System.Data.Entity.Core.Objects	RelationshipEntry	System.Data.Entity.Core.Objects.RelationshipEntry	53	240	2	111	43	0	0	0	9.357293785
System.Data.Entity.Core.Query.InternalTrees	Command	System.Data.Entity.Core.Query.InternalTrees.Command	140	438	1	178	126	0	0	0	9.351839934
System.Data.Entity.Core.Mapping.ViewGeneration	BasicViewGenerator	System.Data.Entity.Core.Mapping.ViewGeneration.BasicViewGenerator	15	209	2	96	44	0	0	0	9.344696424
System.Data.Entity.Core.Metadata.Edm	MetadataItem	System.Data.Entity.Core.Metadata.Edm.MetadataItem	35	223	1	77	38	0	0	0	9.276128113
System.Data.Entity.Internal	InternalContext	System.Data.Entity.Internal.InternalContext	118	373	1	219	135	0	0	0	9.238927829
System.Data.Entity.Core.Common.Internal.Materialization	CodeGenEmitter	System.Data.Entity.Core.Common.Internal.Materialization.CodeGenEmitter	28	241	1	75	60	0	0	0	9.169518377
System.Data.Entity.Core.EntityClient	EntityCommand	System.Data.Entity.Core.EntityClient.EntityCommand	71	265	4	135	67	0	0	0	9.152181458
System.Data.Entity.Core.Mapping	DefaultObjectMappingItemCollection	System.Data.Entity.Core.Mapping.DefaultObjectMappingItemCollection	27	320	5	119	56	0	0	0	9.116029693
System.Data.Entity.Core.Mapping	FunctionImportStructuralTypeMappingKB	System.Data.Entity.Core.Mapping.FunctionImportStructuralTypeMappingKB	8	188	1	82	48	0	0	0	9.012864567
System.Data.Entity.Core.SchemaObjectModel	Function	System.Data.Entity.Core.SchemaObjectModel.Function	46	261	3	123	34	0	0	0	8.921057018
System.Data.Entity.Core.Query.InternalTrees	Dump	System.Data.Entity.Core.Query.InternalTrees.Dump	46	339	2	97	71	0	0	0	8.917578754
System.Data.Entity.Core.Mapping.ViewGeneration	CellCreator	System.Data.Entity.Core.Mapping.ViewGeneration.CellCreator	11	193	2	78	59	0	0	0	8.769973212
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	OpCellTreeNode	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.OpCellTreeNode	27	252	3	103	49	0	0	0	8.628018747
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter	74	489	1	246	123	0	0	0	8.52158354
System.Data.Entity.Core.Common	TypeHelpers	System.Data.Entity.Core.Common.TypeHelpers	52	278	1	169	60	0	0	0	8.476371197
System.Data.Entity.Core.Metadata.Edm	ObjectItemAttributeAssemblyLoader	System.Data.Entity.Core.Metadata.Edm.ObjectItemAttributeAssemblyLoader	24	273	2	116	78	0	0	0	8.435549202
System.Data.Entity.Core.Query.InternalTrees	OpCopier	System.Data.Entity.Core.Query.InternalTrees.OpCopier	79	275	3	97	95	0	0	0	8.251924714
System.Data.Entity.Core.Common.Internal.Materialization	Shaper	System.Data.Entity.Core.Common.Internal.Materialization.Shaper	29	299	1	120	70	0	0	0	8.188689124
System.Data.Entity.Core.Common.CommandTrees	DefaultExpressionVisitor	System.Data.Entity.Core.Common.CommandTrees.DefaultExpressionVisitor	76	483	2	191	91	0	0	0	8.136225555
System.Data.Entity.Core.Common.CommandTrees.Internal	ExpressionDumper	System.Data.Entity.Core.Common.CommandTrees.Internal.ExpressionDumper	77	341	2	98	87	0	0	0	8.086102536
System.Data.Entity.Core.Query.InternalTrees	ColumnMapFactory	System.Data.Entity.Core.Query.InternalTrees.ColumnMapFactory	11	159	1	62	76	0	0	0	8.018296139
System.Data.Entity.ModelConfiguration.Configuration	ModificationStoredProcedureConfiguration	System.Data.Entity.ModelConfiguration.Configuration.ModificationStoredProcedureConfiguration	22	149	1	99	44	0	0	0	7.98616486
System.Data.Entity.Core.EntityClient.Internal	DbConnectionOptions	System.Data.Entity.Core.EntityClient.Internal.DbConnectionOptions	10	168	1	76	12	0	0	0	7.985143931
System.Data.Entity.Migrations.History	HistoryRepository	System.Data.Entity.Migrations.History.HistoryRepository	24	301	2	93	71	0	0	0	7.933079772
System.Data.Entity.Infrastructure	IDbAsyncEnumerableExtensions	System.Data.Entity.Infrastructure.IDbAsyncEnumerableExtensions	94	398	1	97	67	0	0	0	7.914983006
System.Data.Entity.Core.Query.InternalTrees	BasicOpVisitor	System.Data.Entity.Core.Query.InternalTrees.BasicOpVisitor	76	79	1	78	78	0	0	0	7.896552702
System.Data.Entity.Core.Query.InternalTrees	Dump.AutoString	System.Data.Entity.Core.Query.InternalTrees.Dump.AutoString	3	85	1	78	7	0	0	0	7.839131648
System.Data.Entity.Core.Query.InternalTrees	BasicOpVisitorOfT<TResultType>	System.Data.Entity.Core.Query.InternalTrees.BasicOpVisitorOfT<TResultType>	77	155	1	79	74	0	0	0	7.827240902
System.Data.Entity.Internal	LazyInternalContext	System.Data.Entity.Internal.LazyInternalContext	42	205	2	93	52	0	0	0	7.791522819
System.Data.Entity.ModelConfiguration.Configuration	ModelConfiguration	System.Data.Entity.ModelConfiguration.Configuration.ModelConfiguration	44	303	2	200	80	0	0	0	7.783224016
System.Data.Entity.Core.Metadata.Edm	OSpaceTypeFactory	System.Data.Entity.Core.Metadata.Edm.OSpaceTypeFactory	29	294	1	120	68	0	0	0	7.780720886
System.Data.Entity.Core.Objects.DataClasses	EntityReference<TEntity>	System.Data.Entity.Core.Objects.DataClasses.EntityReference<TEntity>	39	249	3	132	66	0	0	0	7.626570206
System.Data.Entity.Core.Mapping.Update.Internal	UpdateCompiler	System.Data.Entity.Core.Mapping.Update.Internal.UpdateCompiler	11	156	1	59	53	0	0	0	7.601402335
System.Data.Entity.ModelConfiguration.Configuration	ForeignKeyAssociationMappingConfiguration	System.Data.Entity.ModelConfiguration.Configuration.ForeignKeyAssociationMappingConfiguration	13	112	2	57	46	0	0	0	7.560080465
System.Data.Entity.Core.Objects.Internal	ObjectSpanRewriter	System.Data.Entity.Core.Objects.Internal.ObjectSpanRewriter	25	215	1	87	50	0	0	0	7.495541944
System.Data.Entity.Core.Query.InternalTrees	NodeInfoVisitor	System.Data.Entity.Core.Query.InternalTrees.NodeInfoVisitor	26	332	2	99	45	0	0	0	7.495541944
System.Data.Entity.Core.SchemaObjectModel	ReturnType	System.Data.Entity.Core.SchemaObjectModel.ReturnType	23	147	4	70	33	0	0	0	7.495541944
System.Data.Entity.Core.Metadata.Edm	FacetValues	System.Data.Entity.Core.Metadata.Edm.FacetValues	17	132	1	95	13	0	0	0	7.473069088
System.Data.Entity.Core.Common.Utils	MetadataHelper	System.Data.Entity.Core.Common.Utils.MetadataHelper	52	284	1	141	84	0	0	0	7.454719949
System.Data.Entity.Core.Mapping	FunctionImportMappingComposableHelper	System.Data.Entity.Core.Mapping.FunctionImportMappingComposableHelper	13	185	1	65	73	0	0	0	7.424761762
System.Data.Entity.Migrations	DbMigration	System.Data.Entity.Migrations.DbMigration	55	234	1	92	76	0	0	0	7.383989458
System.Data.Entity.Core.Mapping	ViewValidator.AssociationSetViewValidator	System.Data.Entity.Core.Mapping.ViewValidator.AssociationSetViewValidator	52	185	2	73	77	0	0	0	7.315883505
System.Data.Entity.Core.Mapping	EntityContainerMapping	System.Data.Entity.Core.Mapping.EntityContainerMapping	46	129	4	69	41	0	0	0	7.265429723
System.Data.Entity.ModelConfiguration.Configuration.Properties.Navigation	ForeignKeyConstraintConfiguration	System.Data.Entity.ModelConfiguration.Configuration.Properties.Navigation.ForeignKeyConstraintConfiguration	11	91	2	47	43	0	0	0	7.218909708
System.Data.Entity.Core.Common.CommandTrees	BasicExpressionVisitor	System.Data.Entity.Core.Common.CommandTrees.BasicExpressionVisitor	60	148	2	73	64	0	0	0	7.215239979
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	MemberPath	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.MemberPath	37	271	2	128	49	0	0	0	7.163946684
System.Data.Entity.Core.Query.InternalTrees	BasicValidator	System.Data.Entity.Core.Query.InternalTrees.BasicValidator	59	168	2	87	63	0	0	0	7.160069208
System.Data.Entity.Core.Common.EntitySql	SemanticResolver	System.Data.Entity.Core.Common.EntitySql.SemanticResolver	49	259	1	121	74	0	0	0	7.151485464
System.Data.Entity.Core.Objects.DataClasses	EntityCollection<TEntity>	System.Data.Entity.Core.Objects.DataClasses.EntityCollection<TEntity>	51	241	2	114	70	0	0	0	7.122866659
System.Data.Entity.ModelConfiguration.Mappers	TypeMapper	System.Data.Entity.ModelConfiguration.Mappers.TypeMapper	10	183	1	66	67	0	0	0	7.076653815
System.Data.Entity.Core.EntityClient.Internal	EntityCommandDefinition	System.Data.Entity.Core.EntityClient.Internal.EntityCommandDefinition	21	198	2	72	86	0	0	0	7.069874128
System.Data.Entity.Core.Metadata.Edm	Helper	System.Data.Entity.Core.Metadata.Edm.Helper	63	252	1	147	57	0	0	0	7.057036982
System.Data.Entity.Core.Mapping	MappingItemLoader.ModificationFunctionMappingLoader	System.Data.Entity.Core.Mapping.MappingItemLoader.ModificationFunctionMappingLoader	11	219	1	78	59	0	0	0	6.950814768
System.Data.Entity.Utilities	TypeExtensions	System.Data.Entity.Utilities.TypeExtensions	57	285	1	160	58	0	0	0	6.943122423
System.Data.Entity.Core.Query.ResultAssembly	BridgeDataReader	System.Data.Entity.Core.Query.ResultAssembly.BridgeDataReader	57	277	3	94	56	0	0	0	6.869014451
System.Data.Entity.ModelConfiguration.Configuration.Properties.Primitive	PrimitivePropertyConfiguration	System.Data.Entity.ModelConfiguration.Configuration.Properties.Primitive.PrimitivePropertyConfiguration	44	287	3	145	70	0	0	0	6.866933284
System.Data.Entity.ModelConfiguration.Conventions	AssociationInverseDiscoveryConvention	System.Data.Entity.ModelConfiguration.Conventions.AssociationInverseDiscoveryConvention	3	71	1	46	32	0	0	0	6.841615476
System.Data.Entity.Core.Common	DbProviderServices	System.Data.Entity.Core.Common.DbProviderServices	51	226	1	96	60	0	0	0	6.835184586
System.Data.Entity.Core.Query.PlanCompiler	PlanCompiler	System.Data.Entity.Core.Query.PlanCompiler.PlanCompiler	23	129	1	45	37	0	0	0	6.805722553
System.Data.Entity.Internal.Linq	InternalSet<TEntity>	System.Data.Entity.Internal.Linq.InternalSet<TEntity>	40	209	2	84	73	0	0	0	6.756932389
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	ScalarRestriction	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.ScalarRestriction	12	128	4	53	36	0	0	0	6.733401892
System.Data.Entity.Core.Metadata.Edm	TypeUsage	System.Data.Entity.Core.Metadata.Edm.TypeUsage	35	195	2	88	44	0	0	0	6.733401892
System.Data.Entity.Core.Mapping	MetadataMappingHasherVisitor	System.Data.Entity.Core.Mapping.MetadataMappingHasherVisitor	47	261	2	88	59	0	0	0	6.663132696
System.Data.Entity.Core.Objects.ELinq	LinqExpressionNormalizer	System.Data.Entity.Core.Objects.ELinq.LinqExpressionNormalizer	13	135	2	117	24	0	0	0	6.651571874
System.Data.Entity.Core.Objects	ObjectQuery<T>	System.Data.Entity.Core.Objects.ObjectQuery<T>	40	158	2	67	67	0	0	0	6.606650186
System.Data.Entity.Core.SchemaObjectModel	SchemaElement	System.Data.Entity.Core.SchemaObjectModel.SchemaElement	52	215	1	118	33	0	0	0	6.510258341
System.Data.Entity.Core.Objects.ELinq	ELinqQueryState	System.Data.Entity.Core.Objects.ELinq.ELinqQueryState	11	88	2	40	37	0	0	0	6.499787041
System.Data.Entity.Core.Mapping	StorageMappingItemCollection.ViewDictionary	System.Data.Entity.Core.Mapping.StorageMappingItemCollection.ViewDictionary	9	135	1	46	63	0	0	0	6.492239835
System.Data.Entity.Core.Objects.Internal	IPocoImplementor	System.Data.Entity.Core.Objects.Internal.IPocoImplementor	14	251	1	51	51	0	0	0	6.478509642
System.Data.Entity.Core.Query.PlanCompiler	PropertyPushdownHelper	System.Data.Entity.Core.Query.PlanCompiler.PropertyPushdownHelper	38	163	2	76	66	0	0	0	6.473890696
System.Data.Entity.Core.SchemaObjectModel	TypeUsageBuilder	System.Data.Entity.Core.SchemaObjectModel.TypeUsageBuilder	40	292	1	165	32	0	0	0	6.461468176
System.Data.Entity.Internal	InternalEntityEntry	System.Data.Entity.Internal.InternalEntityEntry	36	201	1	91	70	0	0	0	6.461468176
System.Data.Entity.Infrastructure.Interception	DatabaseLogFormatter	System.Data.Entity.Infrastructure.Interception.DatabaseLogFormatter	55	142	1	102	48	0	0	0	6.445719819
System.Data.Entity.ModelConfiguration.Edm	EdmModelExtensions	System.Data.Entity.ModelConfiguration.Edm.EdmModelExtensions	36	246	1	96	69	0	0	0	6.436150368
System.Data.Entity.Core.Common.Internal	MultipartIdentifier	System.Data.Entity.Core.Common.Internal.MultipartIdentifier	3	96	1	32	6	0	0	0	6.429719478
System.Data.Entity	Database	System.Data.Entity.Database	43	149	1	74	55	0	0	0	6.354370041
System.Data.Entity.Core.Metadata.Edm	MslXmlSchemaWriter	System.Data.Entity.Core.Metadata.Edm.MslXmlSchemaWriter	36	268	2	116	63	0	0	0	6.269096284
System.Data.Entity.Core.Metadata.Edm	EdmProperty	System.Data.Entity.Core.Metadata.Edm.EdmProperty	55	134	3	98	45	0	0	0	6.263398263
System.Data.Entity.Core.Metadata.Edm	ObjectItemCollection	System.Data.Entity.Core.Metadata.Edm.ObjectItemCollection	25	140	4	77	51	0	0	0	6.263398263
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.StringTranslatorUtil	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.StringTranslatorUtil	7	102	1	41	43	0	0	0	6.253828812
System.Data.Entity.Core.Mapping.Update.Internal	UpdateExpressionVisitor<TReturn>	System.Data.Entity.Core.Mapping.Update.Internal.UpdateExpressionVisitor<TReturn>	47	95	2	49	49	0	0	0	6.240275845
System.Data.Entity.Core.Mapping	FunctionImportMappingComposable	System.Data.Entity.Core.Mapping.FunctionImportMappingComposable	18	198	3	70	77	0	0	0	6.152732695
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	BoolExpression	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.BoolExpression	38	121	2	58	55	0	0	0	6.109247583
System.Data.Entity.Infrastructure	CommitFailureHandler	System.Data.Entity.Infrastructure.CommitFailureHandler	26	146	2	62	55	0	0	0	6.109247583
System.Data.Entity.Core.Common.CommandTrees	DbExpressionVisitor	System.Data.Entity.Core.Common.CommandTrees.DbExpressionVisitor	45	3	1	45	47	0	0	0	6.052089169
System.Data.Entity.Core.Common.CommandTrees	DbExpressionVisitor<TResultType>	System.Data.Entity.Core.Common.CommandTrees.DbExpressionVisitor<TResultType>	45	3	1	45	47	0	0	0	6.052089169
System.Data.Entity.Core.Mapping.ViewGeneration	DiscriminatorMap	System.Data.Entity.Core.Mapping.ViewGeneration.DiscriminatorMap	5	123	1	48	44	0	0	0	6.00635316
System.Data.Entity.Core.Mapping	BaseMetadataMappingVisitor	System.Data.Entity.Core.Mapping.BaseMetadataMappingVisitor	38	199	1	181	51	0	0	0	5.934894196
System.Data.Entity.Core.Metadata.Edm	TypeSemantics	System.Data.Entity.Core.Metadata.Edm.TypeSemantics	63	365	1	191	38	0	0	0	5.840641657
System.Data.Entity.Core.Query.PlanCompiler	FilterOpRules	System.Data.Entity.Core.Query.PlanCompiler.FilterOpRules	10	228	1	59	39	0	0	0	5.834810737
System.Data.Entity.Core.Mapping.ViewGeneration	ViewgenGatekeeper	System.Data.Entity.Core.Mapping.ViewGeneration.ViewgenGatekeeper	7	126	2	44	44	0	0	0	5.81711116
System.Data.Entity.Core.SchemaObjectModel	SchemaManager	System.Data.Entity.Core.SchemaObjectModel.SchemaManager	21	157	1	92	37	0	0	0	5.81711116
System.Data.Entity.Core.Objects.Internal	EntityProxyFactory	System.Data.Entity.Core.Objects.Internal.EntityProxyFactory	30	199	1	83	63	0	0	0	5.799092654
System.Data.Entity	DbModelBuilder	System.Data.Entity.DbModelBuilder	32	131	1	52	57	0	0	0	5.780743516
System.Data.Entity.Core.SchemaObjectModel	ReferentialConstraint	System.Data.Entity.Core.SchemaObjectModel.ReferentialConstraint	12	100	2	63	21	0	0	0	5.777652323
System.Data.Entity.Core.Metadata.Edm	EdmModelSyntacticValidationRules	System.Data.Entity.Core.Metadata.Edm.EdmModelSyntacticValidationRules	3	52	1	46	22	0	0	0	5.774551546
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	MemberDomainMap	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.MemberDomainMap	21	137	2	74	44	0	0	0	5.730099783
System.Data.Entity.Core.Objects	MaterializedDataRecord	System.Data.Entity.Core.Objects.MaterializedDataRecord	37	184	2	89	48	0	0	0	5.723585102
System.Data.Entity.Core.Objects.ELinq	ReflectionUtil	System.Data.Entity.Core.Objects.ELinq.ReflectionUtil	9	363	1	32	24	0	0	0	5.624017506
System.Data.Entity.Core.Metadata.Edm	StoreItemCollection	System.Data.Entity.Core.Metadata.Edm.StoreItemCollection	23	149	4	45	48	0	0	0	5.598421959
System.Data.Entity.Core.Query.PlanCompiler	StructuredTypeInfo	System.Data.Entity.Core.Query.PlanCompiler.StructuredTypeInfo	35	296	1	125	48	0	0	0	5.598421959
System.Data.Entity.Core.Mapping.Update.Internal	FunctionUpdateCommand	System.Data.Entity.Core.Mapping.Update.Internal.FunctionUpdateCommand	19	145	2	68	68	0	0	0	5.583496309
System.Data.Entity	DbConfiguration	System.Data.Entity.DbConfiguration	42	135	1	47	42	0	0	0	5.575949103
System.Data.Entity.Core	EntityUtil	System.Data.Entity.Core.EntityUtil	31	123	1	75	54	0	0	0	5.575949103
System.Data.Entity.Core.Common.EntitySql	TypeResolver	System.Data.Entity.Core.Common.EntitySql.TypeResolver	20	147	1	67	44	0	0	0	5.529429088
System.Data.Entity.Core.Query.PlanCompiler	ProjectionPruner	System.Data.Entity.Core.Query.PlanCompiler.ProjectionPruner	33	159	3	64	49	0	0	0	5.509388337
System.Data.Entity.Migrations.Infrastructure	ModificationCommandTreeGenerator	System.Data.Entity.Migrations.Infrastructure.ModificationCommandTreeGenerator	18	172	1	80	60	0	0	0	5.480638923
System.Data.Entity.Core.Metadata.Edm	EdmItemCollection	System.Data.Entity.Core.Metadata.Edm.EdmItemCollection	22	138	4	61	53	0	0	0	5.438079309
System.Data.Entity.Core.Query.PlanCompiler	ColumnMapProcessor	System.Data.Entity.Core.Query.PlanCompiler.ColumnMapProcessor	15	166	1	60	48	0	0	0	5.375278408
System.Data.Entity.Core.Mapping.Update.Internal	Propagator.JoinPropagator	System.Data.Entity.Core.Mapping.Update.Internal.Propagator.JoinPropagator	10	147	1	45	41	0	0	0	5.342334252
